Time,Temp
0,28.2821082448
0.0166666666667,28.7270220798
0.0333333333333,29.1476976742
0.05,29.4930761861
0.0666666666667,29.7935990687
0.0833333333333,30.0725278723
0.1,30.3151888464
0.116666666667,30.5551596531
0.133333333333,30.7499491157
0.15,30.9581048499
0.166666666667,31.1238917272
0.183333333333,31.2986222262
0.2,31.4455697106
0.216666666667,31.5940964959
0.233333333333,31.7206540582
0.25,31.8605537283
0.266666666667,31.9696008087
0.283333333333,32.0860875492
0.3,32.1819875136
0.316666666667,32.2764627127
0.333333333333,32.368034183
0.35,32.4611323506
0.366666666667,32.5335771643
0.383333333333,32.6104914129
0.4,32.6815206398
0.416666666667,32.7451769091
0.433333333333,32.8162643027
0.45,32.8696002749
0.466666666667,32.9288831871
0.483333333333,32.9778081393
0.5,33.0267481683
0.516666666667,33.0786708538
0.533333333333,33.1246738839
0.55,33.1528759999
0.566666666667,33.1974160986
0.583333333333,33.2256314725
0.6,33.2687070322
0.616666666667,33.2924780479
0.633333333333,33.3162527697
0.65,33.3400312097
0.666666666667,33.3786791369
0.683333333333,33.3861125643
0.7,33.4113889624
0.716666666667,33.4307208417
0.733333333333,33.4560047552
0.75,33.4679045472
0.766666666667,33.4812929479
0.783333333333,33.4827806222
0.8,33.4961703602
0.816666666667,33.5065854345
0.833333333333,33.5140252205
0.85,33.5259296543
0.866666666667,33.5289059122
0.883333333333,33.5289059122
0.9,33.5303940635
0.916666666667,33.5393232859
0.933333333333,33.5393232859
0.95,33.5378350448
0.966666666667,33.5408115421
0.983333333333,33.5393232859
1,33.5348586074
1.01666666667,33.5318822299
1.03333333333,33.5289059122
1.05,33.5274177758
1.06666666667,33.5229534562
1.08333333333,33.5140252205
1.1,33.5080733619
1.11666666667,33.5021217419
1.13333333333,33.4917069803
1.15,33.4812929479
1.16666666667,33.4812929479
1.18333333333,33.4753423992
1.2,33.4604670661
1.21666666667,33.4530299553
1.23333333333,33.4366696136
1.25,33.4173369678
1.26666666667,33.4099019979
1.28333333333,33.389086038
1.3,33.3861125643
1.31666666667,33.3742192562
1.33333333333,33.3459764022
1.35,33.3355724684
1.36666666667,33.3147667408
1.38333333333,33.2939638593
1.4,33.290992251
1.41666666667,33.2731638159
1.43333333333,33.2538520239
1.45,33.2300870043
1.46666666667,33.2196909642
1.48333333333,33.1974160986
1.5,33.1766291241
1.51666666667,33.148422694
1.53333333333,33.127642287
1.55,33.1202213853
1.56666666667,33.1009286934
1.58333333333,33.0771871103
1.6,33.0519656173
1.61666666667,33.0252649146
1.63333333333,33.0059838836
1.65,32.9822566082
1.66666666667,32.9585328794
1.68333333333,32.9348126849
1.7,32.915542621
1.71666666667,32.8933108126
1.73333333333,32.8666367032
1.75,32.8414485418
1.76666666667,32.8192269513
1.78333333333,32.7970084044
1.8,32.7673883927
1.81666666667,32.7422156056
1.83333333333,32.7229684359
1.85,32.6992827049
1.86666666667,32.6578408541
1.88333333333,32.6312051356
1.9,32.6134503586
1.91666666667,32.5809048363
1.93333333333,32.5528024252
1.95,32.5320983889
1.96666666667,32.504004114
1.98333333333,32.4655668596
2,32.4433954673
2.01666666667,32.4138380821
2.03333333333,32.3828083039
2.05,32.3621248885
2.06666666667,32.3340584936
2.08333333333,32.2986126857
2.1,32.2676035083
2.11666666667,32.2484101002
2.13333333333,32.2056015745
2.15,32.1805117392
2.16666666667,32.1569010135
2.18333333333,32.1288673369
2.2,32.0875625448
2.21666666667,32.0624892589
2.23333333333,32.024148599
2.25,31.9931870438
2.26666666667,31.9681267698
2.28333333333,31.9445437561
2.3,31.9003337351
2.31666666667,31.8738127856
2.33333333333,31.8414034192
2.35,31.8045814029
2.36666666667,31.7810190942
2.38333333333,31.7515703378
2.4,31.710349746
2.41666666667,31.6867991164
2.43333333333,31.6470639769
2.45,31.6176358131
2.46666666667,31.5940964959
2.48333333333,31.5632054558
2.5,31.522024977
2.51666666667,31.4984971396
2.53333333333,31.4558600528
2.55,31.4279303567
2.56666666667,31.4044136329
2.58333333333,31.3691436981
2.6,31.3338799091
2.61666666667,31.3074360766
2.63333333333,31.2648393068
2.65,31.233998869
2.66666666667,31.2119727962
2.68333333333,31.1737997883
2.7,31.1371015333
2.71666666667,31.1150856486
2.73333333333,31.0769301998
2.75,31.0475845038
2.76666666667,31.0153088779
2.78333333333,30.9801046132
2.8,30.9522386219
2.81666666667,30.9170445601
2.83333333333,30.878924023
2.85,30.8510708645
2.86666666667,30.8202898525
2.88333333333,30.7807204854
2.9,30.7484839167
2.91666666667,30.7133219746
2.93333333333,30.6810949502
2.95,30.6547307467
2.96666666667,30.6269051282
2.98333333333,30.5859050215
3,30.5610156038
3.01666666667,30.5185632496
3.03333333333,30.4907537561
3.05,30.4658743223
3.06666666667,30.4278284048
3.08333333333,30.3956403782
3.1,30.3663822259
3.11666666667,30.326889254
3.13333333333,30.2976392701
3.15,30.265468258
3.16666666667,30.230377318
3.18333333333,30.2055241881
3.2,30.1719032352
3.21666666667,30.1295178932
3.23333333333,30.1046745521
3.25,30.0725278723
3.26666666667,30.0330805254
3.28333333333,30.0024033342
3.3,29.9731902534
3.31666666667,29.9352180121
3.33333333333,29.9103928984
3.35,29.8797297126
3.36666666667,29.8403106625
3.38333333333,29.8154941503
3.4,29.7731652079
3.41666666667,29.745435917
3.43333333333,29.7206278051
3.45,29.6870673308
3.46666666667,29.64913413
3.48333333333,29.6257930948
3.5,29.5820336859
3.51666666667,29.5528643624
3.53333333333,29.5309892521
3.55,29.4945342925
3.56666666667,29.4668314744
3.58333333333,29.4332998641
